# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-01-08T11:00:00.0/2024-01-08T12:00:00.0;693.2897;507.6906;376.5376;131.1530;764.4286;86.0281;3.0273;83.0008;5.9607;1.0000
2024-01-08T12:00:00.0/2024-01-08T13:00:00.0;600.1367;425.3740;299.3274;126.0467;700.1774;141.0211;1.0935;139.9276;2.5650;1.0000
2024-01-08T13:00:00.0/2024-01-08T14:00:00.0;444.2813;289.8330;174.7984;115.0346;546.8048;119.3312;1.2508;118.0805;3.6298;1.0000
2024-01-08T14:00:00.0/2024-01-08T15:00:00.0;236.3428;124.1857;49.3340;74.8516;264.3637;13.4170;0.0000;13.4170;0.0000;1.0000
2024-01-08T15:00:00.0/2024-01-08T16:00:00.0;27.8574;8.9393;0.6981;8.2413;10.3923;1.1837;0.0000;1.1837;0.0000;0.7833
2024-01-08T16:00:00.0/2024-01-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T17:00:00.0/2024-01-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T18:00:00.0/2024-01-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T19:00:00.0/2024-01-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T20:00:00.0/2024-01-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T21:00:00.0/2024-01-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T22:00:00.0/2024-01-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T23:00:00.0/2024-01-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T00:00:00.0/2024-01-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T01:00:00.0/2024-01-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T02:00:00.0/2024-01-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T03:00:00.0/2024-01-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T04:00:00.0/2024-01-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T05:00:00.0/2024-01-09T06:00:00.0;2.8159;0.7295;0.0131;0.7164;0.2863;0.1041;0.0000;0.1041;0.0000;0.9333
2024-01-09T06:00:00.0/2024-01-09T07:00:00.0;161.7037;83.1259;42.6891;40.4369;308.2747;9.9705;0.0000;9.9705;0.0000;0.8500
2024-01-09T07:00:00.0/2024-01-09T08:00:00.0;383.9514;250.6418;176.6331;74.0088;638.9970;22.0061;0.0000;22.0061;0.0000;1.0000
2024-01-09T08:00:00.0/2024-01-09T09:00:00.0;558.3511;395.4781;308.3086;87.1694;775.3408;65.4596;0.1216;65.3380;0.2798;1.0000
2024-01-09T09:00:00.0/2024-01-09T10:00:00.0;673.0222;493.9919;405.6334;88.3585;847.8253;97.6062;2.3564;95.2497;4.7347;1.0000
2024-01-09T10:00:00.0/2024-01-09T11:00:00.0;720.1521;536.1807;456.0928;80.0878;891.4980;53.2741;0.7255;52.5486;1.4369;1.0000
2024-01-09T11:00:00.0/2024-01-09T12:00:00.0;696.5297;517.3522;449.1894;68.1628;907.8482;81.1963;0.0050;81.1913;0.0105;1.0000
2024-01-09T12:00:00.0/2024-01-09T13:00:00.0;603.7643;439.2614;378.1829;61.0785;880.6733;189.3691;13.0684;176.3008;31.6816;1.0000
2024-01-09T13:00:00.0/2024-01-09T14:00:00.0;448.1768;309.0977;252.3642;56.7335;788.1448;241.7898;131.9675;109.8223;446.5402;1.0000
2024-01-09T14:00:00.0/2024-01-09T15:00:00.0;240.3682;143.6745;101.9968;41.6777;570.0018;143.6745;101.9968;41.6777;570.0018;1.0000
2024-01-09T15:00:00.0/2024-01-09T16:00:00.0;29.7392;11.9392;5.2040;6.7352;84.3530;11.9392;5.2040;6.7352;84.3530;0.7833
2024-01-09T16:00:00.0/2024-01-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T17:00:00.0/2024-01-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T18:00:00.0/2024-01-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T19:00:00.0/2024-01-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T20:00:00.0/2024-01-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T21:00:00.0/2024-01-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T22:00:00.0/2024-01-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-09T23:00:00.0/2024-01-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T00:00:00.0/2024-01-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T01:00:00.0/2024-01-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T02:00:00.0/2024-01-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T03:00:00.0/2024-01-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T04:00:00.0/2024-01-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T05:00:00.0/2024-01-10T06:00:00.0;2.9185;0.9289;0.3243;0.6047;6.7535;0.9289;0.3243;0.6047;6.7535;0.9250
2024-01-10T06:00:00.0/2024-01-10T07:00:00.0;162.4533;93.8404;69.2924;24.5480;540.5353;93.8404;69.2924;24.5480;540.5353;0.8500
2024-01-10T07:00:00.0/2024-01-10T08:00:00.0;385.2027;267.5050;225.0592;42.4458;816.0348;267.5050;225.0592;42.4458;816.0348;1.0000
2024-01-10T08:00:00.0/2024-01-10T09:00:00.0;560.1526;415.9269;365.3192;50.6077;916.5927;415.9269;365.3192;50.6077;916.5927;1.0000
2024-01-10T09:00:00.0/2024-01-10T10:00:00.0;675.3852;515.5737;459.4821;56.0915;957.4907;515.5737;459.4821;56.0915;957.4907;1.0000
2024-01-10T10:00:00.0/2024-01-10T11:00:00.0;723.0496;555.4098;492.7692;62.6406;959.3357;555.4098;492.7692;62.6406;959.3357;1.0000
2024-01-10T11:00:00.0/2024-01-10T12:00:00.0;699.8982;533.0782;466.2066;66.8716;937.3861;533.0782;466.2066;66.8716;937.3861;1.0000
2024-01-10T12:00:00.0/2024-01-10T13:00:00.0;607.5085;450.3571;383.4275;66.9296;887.2407;450.3571;383.4275;66.9296;887.2407;1.0000
2024-01-10T13:00:00.0/2024-01-10T14:00:00.0;452.1758;315.3086;254.6000;60.7086;787.8794;315.3086;254.6000;60.7086;787.8794;1.0000
2024-01-10T14:00:00.0/2024-01-10T15:00:00.0;244.4842;146.1648;102.9747;43.1901;566.2999;146.1648;102.9747;43.1901;566.2999;1.0000
2024-01-10T15:00:00.0/2024-01-10T16:00:00.0;31.7589;12.7508;5.6017;7.1490;88.1732;12.7508;5.6017;7.1490;88.1732;0.7833
2024-01-10T16:00:00.0/2024-01-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T17:00:00.0/2024-01-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T18:00:00.0/2024-01-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T19:00:00.0/2024-01-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T20:00:00.0/2024-01-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T21:00:00.0/2024-01-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T22:00:00.0/2024-01-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-10T23:00:00.0/2024-01-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T00:00:00.0/2024-01-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T01:00:00.0/2024-01-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T02:00:00.0/2024-01-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T03:00:00.0/2024-01-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T04:00:00.0/2024-01-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T05:00:00.0/2024-01-11T06:00:00.0;3.0149;0.7313;0.0195;0.7118;0.6470;0.1025;0.0000;0.1025;0.0000;0.9250
2024-01-11T06:00:00.0/2024-01-11T07:00:00.0;163.3547;76.4809;30.8802;45.6007;216.0152;42.9959;2.8328;40.1631;15.9762;0.8500
2024-01-11T07:00:00.0/2024-01-11T08:00:00.0;386.6069;240.8749;151.8085;89.0664;542.2873;209.4001;92.4157;116.9843;305.6118;1.0000
2024-01-11T08:00:00.0/2024-01-11T09:00:00.0;562.1050;389.8622;288.8714;100.9909;720.5210;375.8406;261.3316;114.5090;649.8837;1.0000
2024-01-11T09:00:00.0/2024-01-11T10:00:00.0;677.8935;489.6360;381.4586;108.1774;791.8525;409.5227;198.8844;210.6383;420.7913;1.0000
2024-01-11T10:00:00.0/2024-01-11T11:00:00.0;726.0839;529.3963;409.7453;119.6510;794.3263;290.2437;39.6012;250.6425;77.0846;1.0000
2024-01-11T11:00:00.0/2024-01-11T12:00:00.0;703.3928;507.8866;382.4276;125.4591;764.9440;337.5432;83.7567;253.7865;170.2199;1.0000
2024-01-11T12:00:00.0/2024-01-11T13:00:00.0;611.3664;428.8798;312.9180;115.9617;719.6343;304.2969;72.7391;231.5578;165.7997;1.0000
2024-01-11T13:00:00.0/2024-01-11T14:00:00.0;456.2753;300.7110;209.2569;91.4541;641.5705;206.5621;28.3648;178.1974;83.2769;1.0000
2024-01-11T14:00:00.0/2024-01-11T15:00:00.0;248.6876;139.9041;83.5448;56.3593;450.2792;62.4699;0.5222;61.9476;2.6005;1.0000
2024-01-11T15:00:00.0/2024-01-11T16:00:00.0;33.8820;12.5957;4.0221;8.5735;59.0975;3.5426;0.0000;3.5426;0.0000;0.7667
2024-01-11T16:00:00.0/2024-01-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T17:00:00.0/2024-01-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T18:00:00.0/2024-01-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T19:00:00.0/2024-01-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T20:00:00.0/2024-01-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T21:00:00.0/2024-01-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T22:00:00.0/2024-01-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-11T23:00:00.0/2024-01-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T00:00:00.0/2024-01-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T01:00:00.0/2024-01-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T02:00:00.0/2024-01-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T03:00:00.0/2024-01-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T04:00:00.0/2024-01-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T05:00:00.0/2024-01-12T06:00:00.0;3.1338;0.7651;0.0239;0.7412;0.7828;0.3404;0.0000;0.3404;0.0000;0.9250
2024-01-12T06:00:00.0/2024-01-12T07:00:00.0;164.4082;78.3731;33.8231;44.5500;237.0481;16.7112;0.0000;16.7112;0.0000;0.8500
2024-01-12T07:00:00.0/2024-01-12T08:00:00.0;388.1640;243.7354;157.6978;86.0375;561.9441;24.1112;0.0000;24.1112;0.0000;1.0000
2024-01-12T08:00:00.0/2024-01-12T09:00:00.0;564.2073;392.4976;293.1412;99.3564;728.6186;31.2927;0.0000;31.2927;0.0000;1.0000
2024-01-12T09:00:00.0/2024-01-12T10:00:00.0;680.5457;493.6736;391.6824;101.9912;809.5767;121.4068;7.0918;114.3150;14.0444;1.0000
2024-01-12T10:00:00.0/2024-01-12T11:00:00.0;729.2531;536.0744;434.1923;101.8821;837.9619;415.7833;168.3623;247.4210;324.2585;1.0000
2024-01-12T11:00:00.0/2024-01-12T12:00:00.0;707.0109;517.1773;419.9899;97.1874;835.9530;426.7672;204.9275;221.8397;405.3150;1.0000
2024-01-12T12:00:00.0/2024-01-12T13:00:00.0;615.3348;438.5764;349.0564;89.5199;797.3160;257.6709;52.1119;205.5591;112.8542;1.0000
2024-01-12T13:00:00.0/2024-01-12T14:00:00.0;460.4721;308.2258;231.3016;76.9242;702.4984;68.3632;0.1615;68.2016;0.4307;1.0000
2024-01-12T14:00:00.0/2024-01-12T15:00:00.0;252.9751;144.3146;92.0769;52.2377;487.7957;47.4642;0.2449;47.2193;1.2672;1.0000
2024-01-12T15:00:00.0/2024-01-12T16:00:00.0;36.1104;13.7210;4.9831;8.7379;72.7332;2.7218;0.0000;2.7218;0.0000;0.7583
2024-01-12T16:00:00.0/2024-01-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T17:00:00.0/2024-01-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T18:00:00.0/2024-01-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T19:00:00.0/2024-01-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T20:00:00.0/2024-01-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T21:00:00.0/2024-01-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T22:00:00.0/2024-01-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-12T23:00:00.0/2024-01-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T00:00:00.0/2024-01-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T01:00:00.0/2024-01-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T02:00:00.0/2024-01-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T03:00:00.0/2024-01-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T04:00:00.0/2024-01-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T05:00:00.0/2024-01-13T06:00:00.0;3.2753;0.9084;0.1523;0.7561;4.3109;0.9084;0.1523;0.7561;4.3109;0.9250
2024-01-13T06:00:00.0/2024-01-13T07:00:00.0;165.6142;88.2614;55.1577;33.1038;408.4362;88.2614;55.1577;33.1038;408.4362;0.8500
2024-01-13T07:00:00.0/2024-01-13T08:00:00.0;389.8735;259.8754;200.1843;59.6911;714.8666;259.8754;200.1843;59.6911;714.8666;1.0000
2024-01-13T08:00:00.0/2024-01-13T09:00:00.0;566.4586;409.6524;338.6422;71.0102;839.5146;409.6524;338.6422;71.0102;839.5146;1.0000
2024-01-13T09:00:00.0/2024-01-13T10:00:00.0;683.3400;510.4438;431.1120;79.3319;887.6937;510.4438;431.1120;79.3319;887.6937;1.0000
2024-01-13T10:00:00.0/2024-01-13T11:00:00.0;732.5547;551.4236;463.6687;87.7549;890.7817;550.6979;462.2363;88.4616;888.0356;1.0000
2024-01-13T11:00:00.0/2024-01-13T12:00:00.0;710.7497;530.1425;437.7322;92.4102;866.4711;501.1352;382.4237;118.7115;756.2471;1.0000
2024-01-13T12:00:00.0/2024-01-13T13:00:00.0;619.4109;449.2446;359.9792;89.2655;816.8312;396.9059;265.8563;131.0496;607.4282;1.0000
2024-01-13T13:00:00.0/2024-01-13T14:00:00.0;464.7628;316.7764;240.2219;76.5544;723.0305;306.4580;224.2521;82.2059;676.3348;1.0000
2024-01-13T14:00:00.0/2024-01-13T15:00:00.0;257.3435;150.0104;98.0224;51.9879;512.5419;150.0104;98.0224;51.9879;512.5419;1.0000
2024-01-13T15:00:00.0/2024-01-13T16:00:00.0;38.4457;15.0947;5.9518;9.1429;85.0971;15.0947;5.9518;9.1429;85.0971;0.7500
2024-01-13T16:00:00.0/2024-01-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T17:00:00.0/2024-01-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T18:00:00.0/2024-01-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T19:00:00.0/2024-01-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T20:00:00.0/2024-01-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T21:00:00.0/2024-01-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T22:00:00.0/2024-01-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-13T23:00:00.0/2024-01-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T00:00:00.0/2024-01-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T01:00:00.0/2024-01-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T02:00:00.0/2024-01-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T03:00:00.0/2024-01-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T04:00:00.0/2024-01-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T05:00:00.0/2024-01-14T06:00:00.0;3.4395;0.9148;0.0810;0.8338;2.3039;0.9148;0.0810;0.8338;2.3039;0.9250
2024-01-14T06:00:00.0/2024-01-14T07:00:00.0;166.9728;85.1262;44.7079;40.4184;320.2473;85.1262;44.7079;40.4184;320.2473;0.8500
2024-01-14T07:00:00.0/2024-01-14T08:00:00.0;391.7351;256.7369;179.5091;77.2278;636.1450;140.7295;53.8704;86.8591;224.7674;1.0000
2024-01-14T08:00:00.0/2024-01-14T09:00:00.0;568.8578;409.3689;315.6734;93.6955;778.7756;236.2672;83.4943;152.7729;191.8309;1.0000
2024-01-14T09:00:00.0/2024-01-14T10:00:00.0;686.2748;514.1976;413.6754;100.5222;847.7762;125.6861;24.9300;100.7562;53.7614;1.0000
2024-01-14T10:00:00.0/2024-01-14T11:00:00.0;735.9867;559.7809;458.2737;101.5071;876.1948;396.8106;171.5874;225.2233;328.1576;1.0000
2024-01-14T11:00:00.0/2024-01-14T12:00:00.0;714.6065;542.4883;444.3833;98.1050;874.9696;345.9791;124.6481;221.3309;247.3662;1.0000
2024-01-14T12:00:00.0/2024-01-14T13:00:00.0;623.5915;463.3608;372.6283;90.7326;839.9239;219.1456;33.5920;185.5536;80.5241;1.0000
2024-01-14T13:00:00.0/2024-01-14T14:00:00.0;469.1442;329.9794;252.2734;77.7060;752.5932;293.1286;190.8738;102.2548;582.1604;1.0000
2024-01-14T14:00:00.0/2024-01-14T15:00:00.0;261.7894;159.8647;106.1645;53.7002;547.6393;91.1573;45.4801;45.6772;188.2284;1.0000
2024-01-14T15:00:00.0/2024-01-14T16:00:00.0;40.8896;17.1472;6.9125;10.2347;95.2909;7.2279;0.0000;7.2279;0.0000;0.7417
2024-01-14T16:00:00.0/2024-01-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T17:00:00.0/2024-01-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T18:00:00.0/2024-01-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T19:00:00.0/2024-01-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T20:00:00.0/2024-01-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T21:00:00.0/2024-01-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T22:00:00.0/2024-01-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-14T23:00:00.0/2024-01-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-15T00:00:00.0/2024-01-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-15T01:00:00.0/2024-01-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
